tanggal,tn,tx,tavg,rh_avg,rr,ss,ddd_x,ddd_car,ff_x,ff_avg
2022-01-14,23.0,32.2,29.0,71,3.0,3.5,340,C ,2,1
2022-01-15,22.6,33.0,29.6,69,0.0,4.8,20,NE,3,2
2022-01-16,23.0,34.6,30.6,68,0.0,6.7,90,NE,3,2
2022-01-17,25.0,32.2,29.6,73,0.0,6.9,340,N ,4,2
2022-01-18,23.0,29.8,26.9,81,26.2,4.5,270,W ,5,2
2022-01-19,23.2,32.6,29.0,70,0.1,0.6,270,W ,4,2
2022-01-20,23.2,33.0,29.7,71,0.0,5.0,30,C ,6,2
2022-01-21,21.0,33.4,29.8,68,0.5,6.5,30,NE,4,2
2022-01-22,21.0,32.6,29.6,71,2.5,7.4,350,C ,6,2
2022-01-23,24.2,31.0,28.8,77,0.0,4.2,40,NE,4,2
2022-01-24,21.8,,29.3,73,5.3,2.3,60,C ,3,1
2022-01-25,23.8,31.2,27.9,81,12.5,3.2,50,C ,2,1
2022-01-26,23.4,30.6,28.1,81,51.5,0.4,40,C ,3,1
2022-01-27,21.2,,30.2,72,0.0,1.1,200,NE,4,2
2022-01-28,21.9,34.8,30.4,69,,6.5,130,C ,4,2
2022-01-29,22.8,32.6,30.1,74,0.0,7.9,50,C ,3,1
2022-01-30,24.0,32.2,29.0,78,,5.2,60,C ,5,2
2022-01-31,23.0,31.6,29.1,75,18.0,4.3,290,NE,3,1
2022-02-01,21.4,33.4,29.5,73,0.0,1.3,10,N ,2,1
2022-02-02,23.2,32.8,29.6,72,0.0,6.7,350,C ,4,2
2022-02-03,23.4,32.3,27.9,80,0.0,3.8,50,C ,6,1
2022-02-04,19.8,32.4,29.0,76,15.5,5.1,10,C ,3,1
2022-02-05,23.6,33.6,27.9,80,0.3,5.5,100,C ,5,1
2022-02-06,23.8,33.4,29.3,75,12.0,3.4,220,C ,6,2
2022-02-07,23.8,33.0,28.5,78,0.3,2.8,350,C ,3,1
2022-02-08,20.4,31.0,28.1,80,0.0,3.5,300,C ,4,2
2022-02-09,23.6,32.8,28.8,76,3.8,1.6,270,C ,3,1
2022-02-10,24.4,31.0,26.0,88,1.1,3.4,300,C ,3,1
2022-02-11,22.4,32.3,28.0,74,9.0,0.0,40,C ,4,1
2022-02-12,22.4,31.0,28.7,77,1.5,3.4,280,NW,4,2
2022-02-13,22.6,33.0,30.0,68,0.0,0.7,320,W ,6,2
2022-02-14,23.2,33.6,29.7,74,,6.3,270,C ,3,2
2022-02-15,23.2,33.4,28.3,80,22.9,4.3,240,C ,3,1
2022-02-16,20.0,32.6,29.0,78,21.6,5.4,150,C ,5,1
2022-02-17,24.0,30.8,28.5,80,9.6,3.7,30,C ,3,1
2022-02-18,24.0,34.7,31.5,67,,1.2,70,E ,6,2
2022-02-19,24.2,32.7,30.2,77,0.6,7.6,70,C ,4,1
2022-02-20,24.2,33.0,28.7,77,0.0,4.0,120,C ,4,1
2022-02-21,23.4,34.2,30.0,71,9.4,4.4,260,C ,3,1
2022-02-22,23.8,33.0,29.8,74,,6.8,80,C ,2,1
2022-02-23,23.6,32.0,28.8,76,0.0,2.6,330,C ,3,1
2022-02-24,19.2,29.8,26.4,88,2.5,1.2,260,C ,2,1
2022-02-25,23.4,30.2,26.1,84,9.0,0.5,280,W ,6,4
2022-02-26,,29.6,26.5,86,47.4,0.3,300,NW,6,3
2022-02-27,22.8,31.6,26.9,85,1.6,2.4,40,C ,9,1
2022-02-28,17.9,29.8,26.2,91,128.0,1.6,60,C ,3,1
2022-03-01,23.0,30.6,27.0,86,41.2,1.2,70,E ,3,2
2022-03-02,23.4,33.2,29.5,75,1.5,1.2,60,NE,7,3
2022-03-03,23.6,32.8,29.5,76,46.0,7.6,30,W ,5,2
2022-03-04,23.8,33.2,30.4,71,,5.9,280,W ,5,2
2022-03-05,25.0,33.0,28.7,76,5.2,7.3,280,W ,6,3
2022-03-06,24.0,33.2,29.6,72,1.8,4.7,20,C ,6,2
2022-03-07,24.6,33.0,29.4,76,0.0,3.4,280,C ,4,2
2022-03-08,23.2,,28.5,76,10.1,3.5,110,NE,4,2
2022-03-09,23.4,33.8,29.4,75,,4.6,50,NE,5,2
2022-03-10,22.8,32.0,28.4,78,75.2,5.4,40,C ,6,2
2022-03-11,22.8,34.0,29.8,73,0.0,2.8,240,C ,7,2
2022-03-12,23.8,33.8,30.5,71,0.0,5.9,50,NE,4,2
2022-03-13,23.8,33.4,29.7,75,0.0,7.2,40,C ,5,2
2022-03-14,23.8,34.0,30.2,72,5.4,8.2,290,NW,7,2
2022-03-15,24.2,34.8,29.9,75,0.0,7.3,260,C ,3,1
2022-03-16,24.0,33.8,29.2,79,,4.7,20,C ,4,1
2022-03-17,24.0,33.6,28.5,81,2.3,4.2,220,C ,8,2
2022-03-18,23.9,33.8,30.0,74,9.4,1.6,210,C ,3,1
2022-03-19,24.2,36.6,32.0,63,0.0,1.3,230,W ,6,3
2022-03-20,24.4,36.2,32.7,61,0.0,7.7,200,SW,5,2
2022-03-21,25.0,33.2,29.7,78,0.0,7.5,350,C ,3,1
2022-03-22,24.8,35.0,31.2,70,,3.8,10,C ,3,1
2022-03-23,25.0,35.2,30.6,73,14.0,5.7,50,C ,6,2
2022-03-24,22.4,34.2,30.5,74,18.6,5.4,50,NE,5,2
2022-03-25,24.0,34.2,30.1,75,0.0,4.8,30,C ,3,1
2022-03-26,24.2,35.0,30.6,72,0.0,4.3,340,N ,3,2
2022-03-27,22.2,33.6,29.6,71,1.7,5.5,280,C ,4,1
2022-03-28,23.5,34.8,31.3,67,,3.0,10,NW,5,2
2022-03-29,24.2,34.5,30.8,69,0.0,9.2,270,C ,3,1
2022-03-30,24.8,34.6,31.4,68,0.0,4.1,310,NW,3,1
2022-03-31,21.7,33.2,29.6,73,0.0,7.5,270,C ,4,1
2022-04-01,21.6,34.4,31.0,68,0.0,2.4,270,NW,3,1
2022-04-02,25.0,33.4,30.0,71,0.0,7.0,20,C ,5,2
2022-04-03,23.4,32.8,28.0,80,18.3,1.7,340,W ,6,2
2022-04-04,23.2,33.0,29.5,71,18.0,2.6,320,C ,3,1
2022-04-05,20.4,32.3,28.5,78,0.5,3.1,300,NW,4,1
2022-04-06,24.2,31.6,28.2,80,1.5,2.5,330,NW,3,1
2022-04-07,24.0,28.0,26.5,84,0.3,1.9,230,C ,3,1
2022-04-08,24.0,34.2,29.1,74,0.0,0.8,290,C ,10,2
2022-04-09,23.0,33.2,28.8,77,50.3,7.1,300,C ,3,2
2022-04-10,23.0,34.2,30.8,68,0.0,2.9,70,C ,5,1
2022-04-11,24.2,34.5,28.5,77,0.0,7.5,60,C ,10,2
2022-04-12,23.2,34.2,30.0,73,24.0,4.8,50,C ,3,1
2022-04-13,23.2,33.4,29.8,75,4.6,6.5,300,C ,4,1
2022-04-14,23.8,35.2,31.4,67,3.2,6.0,280,C ,5,2
2022-04-15,24.4,34.4,31.2,69,1.0,8.8,140,C ,2,1
2022-04-16,24.4,35.2,31.3,69,0.0,6.0,50,NE,6,2
2022-04-17,25.6,35.6,31.8,66,2.0,6.6,250,W ,4,2
2022-04-18,25.4,34.2,29.2,77,0.0,7.5,60,C ,7,2
2022-04-19,24.0,33.6,29.3,78,1.1,4.7,10,C ,4,1
2022-04-20,24.0,32.2,29.0,77,24.8,5.2,20,C ,5,1
2022-04-21,24.4,33.4,30.4,74,0.4,3.4,40,C ,4,1
2022-04-22,24.8,32.8,30.4,76,0.0,3.2,60,NE,3,1
2022-04-23,25.4,31.6,28.6,82,0.0,1.8,230,C ,3,1
2022-04-24,24.3,34.8,31.5,69,0.4,0.2,30,NE,4,2
2022-04-25,25.0,34.4,29.8,75,0.0,6.2,210,C ,8,2
2022-04-26,23.8,33.0,29.6,76,16.4,3.5,60,C ,3,1
2022-04-27,24.4,34.6,30.7,75,,1.6,310,C ,7,2
2022-04-28,24.4,34.2,30.6,76,2.5,4.0,250,NE,3,2
2022-04-29,25.4,35.0,31.5,71,0.0,2.2,280,W ,4,2
2022-04-30,25.4,33.6,30.0,76,0.0,6.2,290,W ,5,2
2022-05-01,24.4,34.5,28.5,81,14.8,5.7,200,C ,11,1
2022-05-02,22.0,34.4,29.7,74,13.4,5.8,310,NE,4,2
2022-05-03,24.8,31.8,28.7,82,21.5,3.6,60,S ,3,1
2022-05-04,24.7,33.4,30.2,78,0.0,0.4,50,NE,3,1
2022-05-05,23.4,35.0,29.4,81,2.3,3.4,60,NE,4,2
2022-05-06,24.8,35.0,30.7,73,8.5,5.4,30,C ,6,1
2022-05-07,25.4,34.8,30.6,78,,2.8,80,NE,4,2
2022-05-08,24.6,33.6,30.2,79,18.8,3.9,90,C ,4,1
2022-05-09,26.0,31.8,29.4,84,4.0,2.6,320,C ,3,1
2022-05-10,25.8,34.8,31.7,74,0.0,0.0,80,E ,4,1
2022-05-11,24.6,33.6,29.1,82,4.7,7.7,330,C ,10,1
2022-05-12,20.8,34.2,30.4,70,1.9,3.7,210,W ,9,2
2022-05-13,25.2,33.8,31.1,74,,7.3,90,NE,3,1
2022-05-14,25.2,35.2,31.8,71,,6.2,20,NE,4,1
2022-05-15,25.0,33.2,29.1,82,0.0,8.6,60,C ,3,1
2022-05-16,25.0,29.2,28.0,86,6.3,2.6,40,C ,2,0
2022-05-17,25.1,33.8,30.9,75,,0.0,100,E ,3,1
2022-05-18,23.4,35.0,31.7,68,0.0,4.8,70,C ,4,2
2022-05-19,25.2,34.4,31.2,71,0.0,6.5,60,NE,4,2
2022-05-20,,34.4,31.3,71,0.0,4.8,50,NE,4,2
2022-05-21,24.8,34.3,31.3,72,0.0,6.8,50,C ,6,2
2022-05-22,23.2,34.6,29.7,75,3.8,6.1,220,C ,10,1
2022-05-23,24.0,33.0,30.4,78,19.1,7.2,50,C ,3,1
2022-05-24,25.0,34.0,30.0,78,3.3,5.2,200,S ,3,1
2022-05-25,25.4,28.2,25.9,92,0.0,1.3,300,C ,3,1
2022-05-26,23.2,33.8,29.6,72,3.5,0.0,310,W ,4,1
2022-05-27,24.2,34.4,30.9,71,0.0,3.9,50,C ,3,1
2022-05-28,23.6,34.6,30.9,70,8.6,6.0,50,C ,2,1
2022-05-29,23.8,34.2,30.8,72,0.0,5.1,360,C ,4,2
2022-05-30,23.0,35.0,31.3,70,,4.4,50,E ,5,2
2022-05-31,23.0,35.0,30.4,75,,9.3,320,C ,6,1
2022-06-01,24.6,32.4,29.7,78,5.8,4.8,10,C ,2,1
2022-06-02,22.8,33.0,29.7,77,0.0,2.3,80,C ,6,2
2022-06-03,25.0,36.0,31.4,67,0.0,0.5,290,C ,3,1
2022-06-04,24.8,33.8,30.1,74,2.1,7.1,50,NE,3,1
2022-06-05,23.8,34.0,29.1,75,2.7,3.0,30,C ,2,1
2022-06-06,23.8,33.6,28.1,83,0.0,4.0,300,C ,10,2
2022-06-07,23.2,34.2,28.4,80,48.8,4.2,330,NW,4,2
2022-06-08,23.6,32.4,29.8,74,1.0,3.2,100,C ,3,1
2022-06-09,23.6,34.0,30.2,75,0.0,5.8,60,NE,3,1
2022-06-10,24.4,30.6,27.9,81,,3.4,290,C ,3,1
2022-06-11,24.0,33.8,30.4,67,,0.0,280,W ,6,2
2022-06-12,22.6,32.0,28.3,78,41.5,5.9,40,C ,2,0
2022-06-13,23.4,33.9,30.3,72,0.5,2.2,50,C ,4,1
2022-06-14,20.0,33.4,29.7,76,0.0,6.9,320,C ,4,1
2022-06-15,19.8,32.8,29.2,80,14.1,5.0,120,C ,6,2
2022-06-16,23.6,33.4,29.6,75,11.0,1.9,50,C ,4,1
2022-06-17,23.6,31.0,27.6,84,,7.2,220,C ,3,1
2022-06-18,24.0,33.7,30.3,73,6.5,1.4,30,C ,2,1
2022-06-19,24.2,33.2,29.2,74,,8.1,270,C ,3,1
2022-06-20,22.8,32.2,28.8,77,0.3,7.5,80,C ,3,1
2022-06-21,24.0,32.2,28.7,79,0.0,1.0,70,C ,4,1
2022-06-22,23.8,32.0,29.1,78,49.6,3.5,50,C ,4,1
2022-06-23,23.4,31.8,27.8,82,110.5,4.9,60,C ,3,2
2022-06-24,23.4,31.2,27.8,80,12.7,3.4,60,C ,3,1
2022-06-25,23.4,33.6,30.1,72,0.0,2.6,100,E ,3,2
2022-06-26,21.4,31.8,29.0,77,6.5,8.8,280,W ,2,1
2022-06-27,24.8,34.2,29.3,80,0.0,2.8,50,C ,5,0
2022-06-28,24.6,31.4,27.7,83,2.8,3.2,290,C ,2,0
2022-06-29,24.2,34.6,30.7,70,2.8,0.7,30,C ,3,1
2022-06-30,24.8,35.8,31.8,59,,8.2,240,NE,6,3
2022-07-01,24.9,36.1,31.9,64,0.0,8.3,60,C ,4,1
2022-07-02,24.6,36.2,32.0,59,0.0,,220,S ,9,4
2022-07-03,24.4,35.3,32.5,60,0.0,9.7,280,W ,6,3
2022-07-04,25.0,33.3,30.0,72,12.1,8.8,260,W ,3,2
2022-07-05,24.8,33.4,29.9,79,1.4,3.4,110,NE,3,1
2022-07-06,25.6,32.8,29.8,78,4.5,3.3,100,E ,4,2
2022-07-07,24.0,35.1,31.3,71,4.0,3.0,280,NE,4,2
2022-07-08,24.0,37.0,31.9,65,0.0,8.8,270,E ,5,2
2022-07-09,23.8,35.6,32.6,57,0.0,10.2,220,SW,11,5
2022-07-10,26.4,33.0,30.4,66,0.0,4.9,270,W ,4,2
2022-07-11,21.4,34.2,30.2,71,0.0,1.7,40,C ,4,2
2022-07-12,21.2,31.6,28.2,80,0.0,2.2,70,E ,4,2
2022-07-13,24.9,33.0,30.2,74,2.6,0.3,140,N ,4,2
2022-07-14,23.8,34.6,30.6,71,0.0,3.7,50,C ,4,2
2022-07-15,17.6,34.6,30.6,69,10.0,4.6,190,SE,4,2
2022-07-16,22.0,33.8,29.4,77,27.2,7.5,90,E ,4,2
2022-07-17,23.2,35.0,31.3,72,0.0,4.2,330,C ,3,1
2022-07-18,23.6,35.0,31.4,68,0.0,7.9,290,W ,4,2
2022-07-19,24.8,30.2,28.4,83,0.0,8.5,290,C ,3,1
2022-07-20,23.8,34.4,31.0,68,0.0,0.7,130,C ,7,2
2022-07-21,24.0,33.6,30.2,71,15.1,8.1,90,NE,4,2
2022-07-22,24.0,29.3,27.2,86,0.0,6.9,60,C ,3,0
2022-07-23,22.4,32.8,29.3,76,8.6,0.0,300,C ,2,0
2022-07-24,24.4,32.6,27.7,81,,4.0,230,C ,2,1
2022-07-25,24.0,31.0,28.0,81,9.5,0.8,250,E ,4,1
2022-07-26,23.5,33.2,29.8,72,1.0,0.1,40,C ,2,1
2022-07-27,24.0,33.8,28.9,74,8.3,6.3,120,NE,3,2
2022-07-28,23.8,33.2,29.7,76,28.8,4.8,50,C ,4,2
2022-07-29,21.4,35.6,31.0,67,16.0,4.5,240,C ,10,2
2022-07-30,24.6,34.2,30.5,70,1.3,8.2,250,NE,5,2
2022-07-31,25.0,34.6,31.0,70,0.0,5.9,230,NE,5,2
2022-08-01,24.3,32.0,29.0,82,15.5,9.4,300,C ,3,1
2022-08-02,25.2,32.0,28.1,83,,0.7,70,C ,8,3
2022-08-03,23.6,32.4,28.5,79,44.3,0.0,290,C ,3,1
2022-08-04,23.4,31.2,27.6,81,1.7,2.9,70,C ,3,2
2022-08-05,23.2,33.6,30.2,71,1.4,0.0,60,C ,3,1
2022-08-06,22.6,33.6,30.1,70,14.5,2.7,270,C ,4,2
2022-08-07,24.2,34.2,30.7,68,2.3,3.2,300,NE,4,1
2022-08-08,23.4,36.0,31.5,61,,4.2,50,NE,6,3
2022-08-09,23.4,35.4,30.8,68,0.0,9.7,40,C ,3,1
2022-08-10,22.2,35.4,31.3,69,1.0,6.4,40,NE,5,3
2022-08-11,22.1,35.0,31.3,70,,7.9,20,NE,4,2
2022-08-12,23.8,36.0,31.4,70,0.9,7.0,50,NE,4,2
2022-08-13,24.2,32.6,28.9,82,3.0,5.9,60,C ,5,2
2022-08-14,24.0,33.9,30.6,71,,2.2,60,NE,2,1
2022-08-15,24.0,35.0,30.7,69,0.0,4.1,20,C ,5,2
2022-08-16,21.4,34.9,29.1,74,97.7,7.0,230,C ,5,2
2022-08-17,21.2,33.4,30.1,72,1.0,3.7,60,NE,4,2
2022-08-18,23.2,29.6,26.8,84,98.2,6.6,80,C ,3,1
2022-08-19,22.6,33.2,29.9,74,1.2,0.8,50,NE,5,2
2022-08-20,23.2,31.8,28.8,76,7.0,6.7,280,W ,3,2
2022-08-21,23.4,32.6,28.8,78,28.3,0.7,350,E ,5,2
2022-08-22,23.4,32.8,29.7,72,68.5,2.9,300,NW,5,2
2022-08-23,23.2,33.5,27.5,82,1.0,6.6,80,E ,4,2
2022-08-24,23.0,32.8,29.2,76,2.5,1.3,120,C ,2,1
2022-08-25,23.0,32.0,29.3,78,,6.2,150,C ,4,2
2022-08-26,23.1,33.1,29.6,75,1.8,3.0,280,C ,4,2
2022-08-27,23.6,31.8,28.6,82,38.6,2.0,310,C ,4,1
2022-08-28,21.5,30.0,28.2,79,27.8,1.8,60,C ,5,2
2022-08-29,23.2,33.0,28.0,81,0.0,2.6,230,C ,8,2
2022-08-30,21.4,33.0,28.6,78,54.0,1.9,60,NE,4,2
2022-08-31,24.0,33.2,30.1,75,1.4,3.5,40,C ,5,2
2022-09-01,24.2,29.8,27.4,86,7.0,4.6,270,C ,3,2
2022-09-02,23.4,31.0,28.4,80,3.1,1.4,40,C ,2,0
2022-09-03,23.4,34.8,29.5,73,,1.3,190,E ,6,2
2022-09-04,23.0,34.2,29.4,72,14.0,5.2,30,NE,5,2
2022-09-05,23.0,33.8,30.0,71,0.0,6.3,40,SW,4,2
2022-09-06,24.8,33.7,30.1,76,0.0,2.3,50,NE,5,3
2022-09-07,22.3,33.4,29.7,68,30.1,3.2,270,NE,6,3
2022-09-08,24.4,32.2,29.7,72,,4.7,50,NE,3,2
2022-09-09,24.6,34.2,30.6,69,0.0,0.5,40,C ,6,2
2022-09-10,24.4,34.6,30.2,71,0.0,4.6,50,C ,3,1
2022-09-11,22.2,31.0,27.4,82,3.0,3.9,120,E ,3,1
2022-09-12,23.8,33.8,30.3,68,,0.0,30,C ,6,3
2022-09-13,24.0,31.8,29.6,74,,4.8,340,N ,4,2
2022-09-14,23.0,32.0,28.0,79,4.1,0.0,60,C ,2,1
2022-09-15,23.2,31.8,28.4,77,,0.0,10,W ,4,2
2022-09-16,24.0,34.0,30.7,66,,0.0,50,NE,4,2
2022-09-17,24.3,34.0,29.5,72,0.0,5.6,230,SW,5,2
2022-09-18,22.8,31.4,27.5,79,19.8,3.7,70,C ,3,1
2022-09-19,23.4,34.1,30.5,69,0.0,0.7,80,C ,5,2
2022-09-20,23.6,30.3,27.8,82,0.0,5.4,90,C ,3,1
2022-09-21,22.1,33.4,30.6,66,0.0,0.0,190,NE,5,2
2022-09-22,22.6,32.3,29.0,74,49.2,4.5,130,NE,4,2
2022-09-23,23.0,33.0,28.9,73,0.0,1.9,50,C ,4,2
2022-09-24,23.2,31.2,28.5,81,12.9,5.1,70,C ,5,3
2022-09-25,23.2,32.6,29.3,75,11.7,3.4,50,NE,8,4
2022-09-26,24.0,33.8,29.3,76,19.3,7.0,60,C ,7,2
2022-09-27,23.5,34.6,28.8,76,5.8,4.8,60,C ,9,3
2022-09-28,23.4,33.4,29.2,75,33.2,6.2,290,C ,7,2
2022-09-29,24.0,33.2,30.1,75,1.0,5.1,20,NE,3,2
2022-09-30,24.0,31.0,28.3,81,28.5,2.0,90,E ,6,2
2022-10-01,24.0,31.4,28.1,80,72.5,1.7,70,C ,3,1
2022-10-02,23.7,31.0,28.3,82,0.6,1.1,50,C ,3,1
2022-10-03,23.8,30.6,27.9,83,0.3,0.0,40,C ,5,2
2022-10-04,23.2,33.2,28.3,78,30.0,0.1,40,C ,5,2
2022-10-05,23.4,31.2,28.4,79,8.1,3.8,90,C ,4,0
2022-10-06,23.5,33.0,29.2,77,1.9,1.5,50,C ,6,2
2022-10-07,23.4,33.6,28.3,81,20.0,5.2,80,C ,3,1
2022-10-08,24.2,32.4,28.8,79,6.5,1.4,40,C ,3,1
2022-10-09,24.2,31.6,28.6,77,3.0,3.0,50,E ,3,2
2022-10-10,24.4,32.7,28.9,76,,1.1,80,C ,6,2
2022-10-11,23.8,33.0,29.3,75,0.3,4.2,330,NW,4,2
2022-10-12,23.8,32.6,28.8,74,1.0,4.7,70,NE,3,2
2022-10-13,23.6,30.8,28.5,79,23.2,4.4,30,N ,5,2
2022-10-14,23.8,32.0,28.1,78,2.0,1.2,20,C ,5,2
2022-10-15,21.6,33.6,27.6,80,4.5,1.3,210,C ,14,3
2022-10-16,23.6,33.2,29.3,76,29.4,,50,NE,2,1
2022-10-17,24.2,33.8,29.4,74,2.5,1.6,40,S ,5,2
2022-10-18,23.8,34.3,30.4,72,3.3,2.1,10,NE,4,2
2022-10-19,24.0,34.2,30.1,72,48.0,2.2,30,SE,5,2
2022-10-20,24.2,34.2,30.0,76,3.5,7.0,350,E ,6,2
2022-10-21,24.3,34.2,31.0,69,1.0,6.8,290,NW,4,2
2022-10-22,22.8,29.0,26.8,87,18.0,6.3,240,C ,2,0
2022-10-23,22.8,31.0,28.2,80,0.2,0.8,20,C ,3,1
2022-10-24,23.9,31.0,28.0,84,1.7,0.3,320,C ,4,2
2022-10-25,24.2,28.8,26.7,88,9.2,0.4,220,N ,2,1
2022-10-26,23.8,28.8,26.8,88,6.3,0.6,290,C ,2,1
2022-10-27,21.3,31.0,28.5,80,2.8,0.0,350,C ,5,1
2022-10-28,23.2,31.0,28.3,82,1.0,1.2,20,C ,2,0
2022-10-29,23.8,33.4,29.1,78,27.7,0.0,260,W ,6,2
2022-10-30,24.4,32.4,27.6,86,18.5,7.4,260,W ,4,1
2022-10-31,23.2,31.6,28.6,78,29.3,4.8,290,W ,5,2
2022-11-01,23.6,32.6,29.3,76,0.0,1.5,350,C ,5,1
2022-11-02,23.2,31.8,28.8,76,13.0,2.2,320,NW,3,2
2022-11-03,23.5,32.4,28.2,82,4.1,1.2,200,NW,6,2
2022-11-04,23.6,31.7,26.8,87,14.3,2.5,260,C ,4,1
2022-11-05,23.5,31.8,28.7,81,4.2,1.4,340,C ,4,1
2022-11-06,23.4,31.8,28.9,81,1.0,2.6,290,N ,2,1
2022-11-07,23.4,32.2,28.3,83,16.0,3.5,230,C ,8,2
2022-11-08,23.4,32.4,28.7,83,29.0,4.2,320,C ,2,1
2022-11-09,24.2,31.6,27.6,88,3.0,2.7,280,C ,2,1
2022-11-10,24.0,32.8,27.2,88,10.3,1.7,260,W ,5,2
2022-11-11,23.8,29.3,26.7,87,8.8,0.5,270,C ,4,2
2022-11-12,23.7,29.8,27.6,89,7.5,0.0,290,NW,3,1
2022-11-13,24.4,30.8,26.7,89,,0.2,280,W ,3,2
2022-11-14,23.6,31.8,27.3,85,42.5,0.6,110,C ,9,2
2022-11-15,23.7,32.7,28.7,80,65.5,2.0,50,NE,4,2
2022-11-16,24.4,32.8,29.1,80,18.2,2.3,290,W ,4,2
2022-11-17,23.9,33.4,27.7,82,9.1,5.2,220,C ,6,1
2022-11-18,23.6,33.0,29.2,80,25.5,4.4,350,N ,2,1
2022-11-19,23.7,31.9,28.7,79,61.1,6.2,300,W ,4,2
2022-11-20,23.6,32.4,28.9,78,3.5,5.4,350,C ,4,2
2022-11-21,23.1,32.6,29.1,79,52.2,4.1,280,N ,4,2
2022-11-22,23.4,34.3,29.7,76,1.2,4.1,40,C ,4,1
2022-11-23,20.6,33.0,29.9,79,53.0,6.4,50,C ,4,1
2022-11-24,24.7,32.8,28.5,82,3.7,4.8,150,C ,8,2
2022-11-25,23.1,33.3,29.4,74,72.9,5.1,40,NE,5,2
2022-11-26,24.2,32.8,29.5,78,0.8,5.0,70,NE,4,2
2022-11-27,23.2,31.4,28.6,82,2.0,5.0,45,C ,3,1
2022-11-28,24.3,31.6,28.3,82,0.0,0.7,310,C ,4,1
2022-11-29,24.0,32.3,29.2,76,2.0,3.0,360,NW,4,2
2022-11-30,24.3,33.4,29.9,74,1.5,4.6,350,NW,7,2
2022-12-01,24.2,29.0,26.4,87,0.0,4.5,290,W ,4,2
2022-12-02,23.6,30.9,28.2,80,20.5,2.8,280,NW,3,1
2022-12-03,24.0,28.4,25.7,89,0.7,0.3,270,W ,4,2
2022-12-04,22.2,33.4,29.1,74,0.8,0.0,40,W ,4,2
2022-12-05,24.0,32.6,28.3,82,2.0,6.0,50,C ,5,2
2022-12-06,23.4,32.6,28.9,79,16.4,4.5,340,C ,4,1
2022-12-07,23.8,30.4,28.3,81,0.0,3.8,270,C ,2,1
2022-12-08,23.0,27.6,25.7,89,,0.4,270,W ,3,2
2022-12-09,22.0,28.6,25.1,95,34.5,0.0,250,W ,3,2
2022-12-10,22.6,25.9,24.5,91,8.2,0.0,260,C ,4,1
2022-12-11,21.2,25.2,24.1,94,34.2,0.0,260,W ,4,2
2022-12-12,22.6,29.8,26.9,84,10.0,0.0,280,W ,5,2
2022-12-13,23.4,29.2,26.8,89,1.0,1.1,150,W ,3,1
2022-12-14,23.4,29.0,26.4,90,15.6,0.6,100,E ,6,2
2022-12-15,22.8,32.0,28.0,82,42.4,0.7,150,SE,5,2
2022-12-16,22.7,32.6,29.2,78,1.8,3.1,80,C ,5,2
2022-12-17,23.8,33.3,28.2,82,0.0,4.2,50,C ,4,1
2022-12-18,24.0,31.6,26.6,86,,1.3,350,NE,3,2
2022-12-19,23.2,32.8,28.5,80,45.8,3.4,50,NE,6,2
2022-12-20,23.2,32.0,28.2,80,4.4,4.2,230,C ,7,2
2022-12-21,23.8,31.0,27.5,85,,1.9,260,W ,3,1
2022-12-22,23.7,28.0,26.2,90,,0.8,260,W ,4,1
2022-12-23,23.6,32.0,29.5,73,3.2,0.0,60,C ,5,2
2022-12-24,23.2,31.9,29.1,75,0.0,3.7,350,C ,5,2
2022-12-25,23.4,31.7,28.4,76,0.6,5.4,290,C ,4,1
2022-12-26,23.3,31.0,28.8,79,14.5,2.2,10,C ,4,2
2022-12-27,24.2,26.4,24.9,94,0.3,1.3,200,W ,3,1
2022-12-28,23.2,32.0,28.7,75,23.6,0.0,300,NE,5,2
2022-12-29,23.4,30.3,27.7,82,10.5,4.0,20,N ,4,2
2022-12-30,23.5,30.3,27.7,79,4.2,3.8,260,NW,3,2
2022-12-31,21.8,30.9,27.4,76,26.0,2.9,250,SW,5,3
2023-01-01,21.7,31.0,28.5,71,,2.0,290,NW,6,2
2023-01-02,23.2,32.7,29.1,71,0.0,4.7,290,W ,5,2
2023-01-03,23.4,32.2,28.8,78,0.0,7.1,270,W ,4,2
2023-01-04,23.2,31.8,28.6,78,23.3,4.5,300,NW,3,2
2023-01-05,23.2,30.7,28.2,78,0.2,3.4,320,W ,5,2
2023-01-06,23.8,31.2,28.8,75,,2.6,300,NW,5,2
2023-01-07,23.6,30.8,28.0,78,0.7,3.0,260,W ,4,3
2023-01-08,23.8,30.4,27.7,77,,2.6,310,NW,5,2
2023-01-09,22.4,32.5,29.3,69,0.3,2.1,310,W ,4,2
2023-01-10,24.0,31.2,28.8,76,,7.5,350,W ,5,2
2023-01-11,23.6,30.2,27.7,83,11.3,1.1,120,C ,3,1
2023-01-12,22.6,32.2,27.9,81,1.5,0.0,40,C ,5,2
2023-01-13,23.1,31.6,28.5,79,8.1,5.0,20,C ,4,1
2023-01-14,23.4,32.0,28.5,80,,2.2,30,C ,3,1
2023-01-15,23.4,32.6,29.4,74,,4.3,280,NW,3,2
2023-01-16,23.2,31.2,28.5,77,1.0,3.2,290,NW,5,3
2023-01-17,24.0,31.6,28.5,75,,5.0,290,W ,4,3
2023-01-18,21.8,31.4,28.4,72,,3.1,280,NW,2,1
2023-01-19,22.0,29.4,27.6,80,0.0,4.0,320,NW,4,2
