tanggal,tn,tx,tavg,rh_avg,rr,ss,ddd_x,ddd_car,ff_x,ff_avg
2024-01-29,24.0,31.8,28.0,77,27.0,2.3,20,C ,4,2
2024-01-30,23.6,32.3,29.6,70,,2.7,60,W ,5,2
2024-01-31,23.6,34.0,30.1,71,,5.4,300,NE,5,2
2024-02-01,24.2,31.8,29.5,75,,6.4,280,C ,4,1
2024-02-02,24.7,33.6,30.8,67,0.3,3.3,40,NE,6,3
2024-02-03,24.2,33.8,29.4,76,0.0,6.3,290,NE,5,2
2024-02-04,24.4,33.6,30.5,71,5.0,4.7,350,C ,4,2
2024-02-05,24.8,34.2,30.9,66,,5.8,300,C ,4,1
2024-02-06,24.0,34.4,30.7,64,0.0,8.7,290,C ,6,1
2024-02-07,24.0,34.2,30.8,63,0.0,8.2,320,W ,5,2
2024-02-08,25.2,34.8,31.4,66,,4.7,340,N ,4,2
2024-02-09,24.6,33.1,29.6,71,0.0,9.0,280,C ,6,1
2024-02-10,24.2,33.7,30.3,68,,2.8,280,C ,4,1
2024-02-11,24.2,30.8,28.6,78,0.0,4.6,330,C ,5,2
2024-02-12,23.8,29.4,26.6,80,0.6,4.5,250,W ,3,2
2024-02-13,23.2,32.1,29.5,69,5.2,0.0,270,C ,4,1
2024-02-14,23.2,31.9,29.7,73,,5.2,280,C ,5,2
2024-02-15,26.0,31.8,28.5,82,1.0,5.5,300,C ,5,1
2024-02-16,24.2,32.8,30.3,70,31.0,5.5,10,C ,4,2
2024-02-17,24.3,31.7,29.5,74,0.0,4.4,270,C ,4,2
2024-02-18,25.0,32.9,30.3,73,7.5,5.2,30,NE,3,1
2024-02-19,24.8,33.2,28.9,78,22.6,3.1,290,C ,4,2
2024-02-20,24.6,32.0,29.8,73,,1.7,350,C ,3,1
2024-02-21,24.9,33.9,31.0,70,0.0,2.5,320,N ,4,2
2024-02-22,25.0,34.0,30.9,71,0.0,5.7,60,C ,5,2
2024-02-23,25.0,34.3,31.3,67,,8.0,360,N ,5,2
2024-02-24,25.0,34.7,30.9,68,0.0,7.8,290,W ,6,2
2024-02-25,24.6,33.4,30.3,72,0.0,7.8,60,C ,5,1
2024-02-26,24.0,33.2,29.8,73,,2.6,100,C ,6,2
2024-02-27,23.8,35.0,31.3,63,,3.6,30,NE,5,2
2024-02-28,24.6,35.3,31.4,63,,5.4,70,E ,7,2
2024-02-29,24.6,32.2,29.3,79,,6.3,30,C ,5,1
2024-03-01,24.3,35.3,31.1,66,4.3,2.1,320,C ,4,1
2024-03-02,24.2,32.5,30.2,72,1.0,8.9,270,C ,5,1
2024-03-03,26.2,34.8,30.7,71,0.0,2.1,60,NE,4,2
2024-03-04,25.4,35.2,32.1,65,,1.9,60,NE,6,3
2024-03-05,25.6,33.2,27.9,84,0.0,7.1,260,C ,4,1
2024-03-06,24.0,35.8,31.3,65,78.3,2.2,20,C ,4,1
2024-03-07,25.8,33.4,30.2,70,,7.1,20,C ,5,2
2024-03-08,26.0,33.2,30.5,67,,2.2,240,C ,4,1
2024-03-09,26.0,31.9,28.4,83,,0.7,240,W ,5,2
2024-03-10,25.1,33.6,30.3,70,9.8,1.6,280,C ,4,2
2024-03-11,25.0,34.0,30.6,70,0.0,3.4,310,NW,5,2
2024-03-12,24.0,36.2,31.5,61,0.0,4.0,260,W ,5,2
2024-03-13,24.0,35.5,31.4,61,0.0,10.5,40,C ,5,2
2024-03-14,24.3,35.6,31.6,61,0.0,9.7,80,C ,3,2
2024-03-15,24.2,34.6,31.2,67,,9.0,30,NE,4,2
2024-03-16,25.0,34.1,30.2,72,,5.2,10,N ,6,3
2024-03-17,23.8,35.4,31.1,62,0.0,4.4,40,NE,6,2
2024-03-18,24.0,35.0,31.0,66,0.0,8.4,350,NE,4,2
2024-03-19,24.2,34.8,31.0,69,1.0,5.0,260,NE,4,2
2024-03-20,25.2,33.3,28.4,81,0.4,4.5,40,W ,8,2
2024-03-21,24.1,34.2,30.7,69,25.5,2.6,70,SW,3,2
2024-03-22,25.8,35.1,31.6,70,0.0,4.3,50,NE,6,2
2024-03-23,26.2,34.2,29.6,80,,6.2,310,C ,3,1
2024-03-24,25.0,34.8,31.7,71,47.3,2.4,30,C ,5,2
2024-03-25,25.2,34.8,30.5,76,,6.0,40,W ,5,2
2024-03-26,26.0,34.9,30.9,74,3.4,2.8,300,C ,4,1
2024-03-27,25.6,33.8,28.4,83,0.5,3.8,50,C ,5,1
2024-03-28,24.0,34.8,31.4,66,21.7,3.3,70,C ,2,0
2024-03-29,24.2,34.0,29.1,78,,5.7,90,C ,5,1
2024-03-30,24.6,35.5,28.5,80,0.0,2.5,300,C ,5,2
2024-03-31,24.5,35.4,31.5,67,29.1,5.3,80,NE,4,2
2024-04-01,24.6,33.8,30.8,74,0.0,6.9,20,C ,4,1
2024-04-02,25.0,33.4,29.4,81,5.6,4.2,260,C ,2,1
2024-04-03,25.2,34.2,30.9,73,31.0,3.5,30,C ,4,1
2024-04-04,25.0,34.8,31.1,71,2.0,5.0,300,NW,3,1
2024-04-05,25.2,35.4,32.3,65,,3.4,350,C ,3,1
2024-04-06,25.4,35.9,32.2,66,,6.8,30,W ,4,1
2024-04-07,25.2,36.6,32.4,62,0.0,7.0,60,C ,4,1
2024-04-08,25.2,34.8,32.2,63,0.0,8.1,270,C ,3,1
2024-04-09,26.4,34.9,30.4,74,,3.8,290,S ,2,1
2024-04-10,25.2,31.6,28.7,82,39.0,3.7,250,C ,2,0
2024-04-11,,34.5,30.6,74,0.8,0.0,50,C ,3,1
2024-04-12,24.0,35.7,32.0,65,1.8,3.9,60,E ,3,2
2024-04-13,,34.4,30.4,72,,7.5,330,C ,3,0
2024-04-14,24.6,34.8,28.5,81,3.5,2.4,300,C ,2,1
2024-04-15,24.8,35.0,31.2,71,61.5,5.4,20,C ,4,1
2024-04-16,24.5,35.6,31.3,69,0.0,4.6,210,C ,7,3
2024-04-17,24.3,35.0,31.3,68,57.7,6.1,280,C ,3,1
2024-04-18,24.6,33.8,29.4,79,36.8,5.7,50,C ,6,1
2024-04-19,24.0,,30.1,75,6.2,4.2,270,C ,3,1
2024-04-20,24.9,34.9,30.6,74,13.5,6.8,160,W ,5,2
2024-04-21,25.0,35.2,31.0,72,,6.8,320,NW,4,2
2024-04-22,25.4,36.2,32.3,66,0.0,7.4,270,C ,4,2
2024-04-23,25.7,34.5,32.1,68,,8.6,20,W ,5,2
2024-04-24,26.0,34.4,30.6,78,,4.8,320,C ,3,1
2024-04-25,26.1,31.2,28.7,84,5.0,3.7,290,C ,2,0
2024-04-26,25.4,34.4,30.7,72,14.7,0.4,70,C ,3,1
2024-04-27,25.4,35.4,31.7,70,3.4,3.9,40,C ,2,1
2024-04-28,26.0,36.6,33.2,66,0.0,5.0,50,NE,5,2
2024-04-29,26.1,35.0,30.4,78,,7.0,210,S ,4,2
2024-04-30,25.6,34.9,29.7,80,15.2,0.5,270,C ,2,1
2024-05-01,25.3,33.4,30.0,79,9.0,3.2,0,C ,0,0
2024-05-02,25.8,33.6,30.4,77,17.2,5.8,300,C ,2,1
2024-05-03,25.6,33.5,29.7,83,4.8,2.2,50,C ,5,1
2024-05-04,26.0,32.2,29.6,80,5.0,3.2,80,C ,3,1
2024-05-05,25.6,35.6,32.2,65,,0.0,60,NE,4,2
2024-05-06,25.0,36.0,32.4,64,0.0,8.7,200,C ,2,1
2024-05-07,25.0,32.8,28.9,80,0.0,7.9,290,C ,3,1
2024-05-08,25.0,35.3,31.8,67,15.5,2.3,20,W ,4,2
2024-05-09,25.2,35.8,32.4,64,0.0,7.6,50,C ,4,1
2024-05-10,25.3,36.0,32.2,68,0.0,6.7,100,E ,4,1
2024-05-11,26.3,32.4,28.0,86,0.0,5.6,230,C ,6,1
2024-05-12,24.9,,31.8,67,6.8,0.0,120,C ,5,2
2024-05-13,24.9,32.4,29.2,79,,7.8,60,W ,3,1
2024-05-14,25.2,35.0,31.5,69,,1.1,290,W ,3,1
2024-05-15,25.6,31.9,29.8,78,,4.9,40,C ,3,1
2024-05-16,24.8,30.4,27.4,87,,0.3,50,C ,2,0
2024-05-17,24.7,35.0,29.5,76,5.2,0.0,10,C ,4,1
2024-05-18,24.7,32.9,30.1,78,46.5,5.7,250,E ,2,1
2024-05-19,24.6,34.1,30.6,77,1.5,0.8,190,C ,5,1
2024-05-20,24.8,34.9,30.8,74,26.8,4.5,70,SE,3,1
2024-05-21,25.3,31.2,28.3,85,,3.1,30,C ,2,0
2024-05-22,25.6,34.8,30.4,73,,0.0,140,C ,5,2
2024-05-23,25.0,34.4,30.3,75,27.1,1.7,60,C ,2,1
2024-05-24,25.0,35.5,32.2,65,,2.9,110,E ,3,2
2024-05-25,26.2,34.4,31.3,70,,4.6,160,C ,3,1
2024-05-26,26.4,35.4,31.7,70,0.0,0.2,90,C ,4,1
2024-05-27,25.9,,33.1,60,0.0,1.8,140,C ,2,0
2024-05-28,25.9,35.8,32.2,71,,5.0,50,E ,3,1
2024-05-29,25.6,34.4,31.1,71,0.0,3.7,280,C ,2,1
2024-05-30,24.8,36.4,31.7,69,0.9,0.9,30,C ,3,1
2024-05-31,22.8,33.9,28.0,86,38.5,6.9,280,C ,3,1
2024-06-01,24.7,35.7,31.7,66,15.5,1.6,310,C ,3,1
2024-06-02,25.0,34.6,30.1,76,0.0,4.5,90,C ,3,1
2024-06-03,25.0,33.4,29.2,77,,2.1,260,W ,2,1
2024-06-04,24.7,37.0,32.5,60,2.0,1.9,50,NE,5,2
2024-06-05,26.1,36.5,32.7,61,0.0,8.8,140,C ,3,1
2024-06-06,26.1,35.3,31.3,67,,8.1,300,SE,5,2
2024-06-07,25.1,35.2,30.8,70,7.7,4.2,40,NE,5,2
2024-06-08,24.6,35.6,31.7,65,59.6,4.1,30,C ,4,1
2024-06-09,26.3,35.6,30.9,68,0.0,8.0,250,C ,5,1
2024-06-10,25.1,34.8,31.5,66,,5.7,160,NE,6,2
2024-06-11,25.2,35.8,32.2,65,9.5,7.8,60,C ,3,1
2024-06-12,23.8,34.7,29.1,77,45.5,4.4,120,C ,8,1
2024-06-13,24.5,35.3,31.4,68,41.4,5.4,270,NE,3,2
2024-06-14,25.0,34.8,31.6,66,,7.7,290,C ,2,1
2024-06-15,24.0,34.2,31.1,69,34.5,3.3,30,C ,4,1
2024-06-16,24.2,30.9,27.9,85,0.0,2.1,260,C ,4,1
2024-06-17,24.0,32.7,29.0,78,38.4,0.0,20,E ,3,2
2024-06-18,24.7,34.6,30.7,70,,1.0,40,C ,6,2
2024-06-19,23.7,35.0,30.2,71,71.6,6.5,350,C ,3,1
2024-06-20,24.0,32.3,28.8,80,48.9,6.7,40,C ,3,0
2024-06-21,22.5,33.0,29.0,75,59.0,0.7,180,C ,2,1
2024-06-22,23.6,33.4,29.6,71,22.3,1.4,140,C ,3,1
2024-06-23,23.6,34.8,31.4,64,,3.9,90,C ,5,2
2024-06-24,23.5,34.6,30.6,72,0.0,7.8,40,C ,6,1
2024-06-25,23.9,35.3,30.2,74,22.1,2.0,200,C ,4,1
2024-06-26,24.0,34.3,31.0,73,45.6,4.9,110,C ,3,1
2024-06-27,25.4,34.2,31.1,74,,4.3,160,C ,4,1
2024-06-28,24.2,35.2,31.2,68,0.0,1.8,180,C ,4,2
2024-06-29,24.0,34.6,28.6,79,10.0,5.1,280,C ,4,1
2024-06-30,24.0,33.8,30.1,72,18.4,4.0,20,N ,4,2
