tanggal,curah_hujan,suhu_udara,kelembapan_udara
2023-12-10,0.1,29.1,83.0
2023-12-11,0.0,29.6,77.0
2023-12-12,0.0,29.2,76.0
2023-12-13,0.0,28.0,83.0
2023-12-14,9.4,28.8,80.0
2023-12-15,6.5,29.3,78.0
2023-12-16,3.5999999999999996,29.7,80.0
2023-12-17,0.7,28.5,84.0
2023-12-18,0.4666666666666667,27.1,89.0
2023-12-19,0.23333333333333334,28.5,82.0
2023-12-20,0.0,27.8,85.0
2023-12-21,2.8,28.7,81.0
2023-12-22,0.0,26.4,89.0
2023-12-23,3.5,27.5,87.0
2023-12-24,23.0,25.4,95.0
2023-12-25,21.75,26.7,89.0
2023-12-26,20.5,28.4,80.0
2023-12-27,0.0,28.4,84.0
2023-12-28,3.0,28.6,84.0
2023-12-29,9.6,27.0,91.0
2023-12-30,9.2,27.7,87.0
2023-12-31,19.7,29.3,80.0
2024-01-01,0.0,29.0,79.0
2024-01-02,0.0,29.6,79.0
2024-01-03,0.0,28.5,82.0
2024-01-04,0.0,28.9,81.0
2024-01-05,5.4,29.3,80.0
2024-01-06,0.0,28.9,82.0
2024-01-07,27.1,27.3,86.0
2024-01-08,3.0,25.8,93.0
2024-01-09,16.4,28.2,82.0
2024-01-10,1.9,27.7,85.0
2024-01-11,27.7,29.0,78.0
2024-01-12,13.85,29.8,74.0
2024-01-13,0.0,29.1,75.0
2024-01-14,0.0,29.2,77.0
2024-01-15,1.05,28.9,76.0
2024-01-16,2.1,28.6,82.0
2024-01-17,24.0,27.5,86.0
2024-01-18,1.9,27.5,86.0
2024-01-19,4.0,27.7,84.0
2024-01-20,2.5,30.1,72.0
2024-01-21,1.6666666666666665,30.4,71.0
2024-01-22,0.8333333333333333,30.0,66.0
2024-01-23,0.0,28.8,74.0
2024-01-24,2.4,29.2,74.0
2024-01-25,4.8,29.8,72.0
2024-01-26,16.0,30.2,71.0
2024-01-27,8.5,29.1,76.0
2024-01-28,1.0,27.7,82.0
2024-01-29,27.0,28.0,77.0
2024-01-30,20.325,29.6,70.0
2024-01-31,13.65,30.1,71.0
2024-02-01,6.975000000000001,29.5,75.0
2024-02-02,0.3,30.8,67.0
2024-02-03,0.0,29.4,76.0
2024-02-04,5.0,30.5,71.0
2024-02-05,2.5,30.9,66.0
2024-02-06,0.0,30.7,64.0
2024-02-07,0.0,30.8,63.0
2024-02-08,0.0,31.4,66.0
2024-02-09,0.0,29.6,71.0
2024-02-10,0.0,30.3,68.0
2024-02-11,0.0,28.6,78.0
2024-02-12,0.6,26.6,80.0
2024-02-13,5.2,29.5,69.0
2024-02-14,3.1,29.7,73.0
2024-02-15,1.0,28.5,82.0
2024-02-16,31.0,30.3,70.0
2024-02-17,0.0,29.5,74.0
2024-02-18,7.5,30.3,73.0
2024-02-19,22.6,28.9,78.0
2024-02-20,11.3,29.8,73.0
2024-02-21,0.0,31.0,70.0
2024-02-22,0.0,30.9,71.0
2024-02-23,0.0,31.3,67.0
2024-02-24,0.0,30.9,68.0
2024-02-25,0.0,30.3,72.0
2024-02-26,0.86,29.8,73.0
2024-02-27,1.72,31.3,63.0
2024-02-28,2.58,31.4,63.0
2024-02-29,3.44,29.3,79.0
2024-03-01,4.3,31.1,66.0
2024-03-02,1.0,30.2,72.0
2024-03-03,0.0,30.7,71.0
2024-03-04,0.0,32.1,65.0
2024-03-05,0.0,27.9,84.0
2024-03-06,1.9600000000000002,31.3,65.0
2024-03-07,3.9200000000000004,30.2,70.0
2024-03-08,5.880000000000001,30.5,67.0
2024-03-09,7.840000000000001,28.4,83.0
2024-03-10,9.8,30.3,70.0
2024-03-11,0.0,30.6,70.0
2024-03-12,0.0,31.5,61.0
2024-03-13,0.0,31.4,61.0
2024-03-14,0.0,31.6,61.0
2024-03-15,0.0,31.2,67.0
2024-03-16,0.0,30.2,72.0
2024-03-17,0.0,31.1,62.0
2024-03-18,0.0,31.0,66.0
2024-03-19,1.0,31.0,69.0
2024-03-20,0.4,28.4,81.0
2024-03-21,25.5,30.7,69.0
2024-03-22,0.0,31.6,70.0
2024-03-23,0.85,29.6,80.0
2024-03-24,1.7,31.7,71.0
2024-03-25,2.55,30.5,76.0
2024-03-26,3.4,30.9,74.0
2024-03-27,0.5,28.4,83.0
2024-03-28,21.7,31.4,66.0
2024-03-29,10.85,29.1,78.0
2024-03-30,0.0,28.5,80.0
2024-03-31,29.1,31.5,67.0
2024-04-01,0.0,30.8,74.0
2024-04-02,5.6,29.4,81.0
2024-04-03,31.0,30.9,73.0
2024-04-04,2.0,31.1,71.0
2024-04-05,1.3333333333333335,32.3,65.0
2024-04-06,0.6666666666666667,32.2,66.0
2024-04-07,0.0,32.4,62.0
2024-04-08,0.0,32.2,63.0
2024-04-09,0.26666666666666666,30.4,74.0
2024-04-10,0.5333333333333333,28.7,82.0
2024-04-11,0.8,30.6,74.0
2024-04-12,1.8,32.0,65.0
2024-04-13,2.65,30.4,72.0
2024-04-14,3.5,28.5,81.0
2024-04-15,1.75,31.2,71.0
2024-04-16,0.0,31.3,69.0
2024-04-17,18.4,31.3,68.0
2024-04-18,36.8,29.4,79.0
2024-04-19,6.2,30.1,75.0
2024-04-20,13.5,30.6,74.0
2024-04-21,6.75,31.0,72.0
2024-04-22,0.0,32.3,66.0
2024-04-23,1.6666666666666667,32.1,68.0
2024-04-24,3.3333333333333335,30.6,78.0
2024-04-25,5.0,28.7,84.0
2024-04-26,14.7,30.7,72.0
2024-04-27,3.4,31.7,70.0
2024-04-28,0.0,31.049999999999997,66.0
2024-04-29,7.6,30.4,78.0
2024-04-30,15.2,29.7,80.0
2024-05-01,9.0,30.0,79.0
2024-05-02,17.2,30.4,77.0
2024-05-03,4.8,29.7,83.0
2024-05-04,5.0,29.6,80.0
2024-05-05,2.5,32.2,65.0
2024-05-06,0.0,32.4,64.0
2024-05-07,0.0,28.9,80.0
2024-05-08,15.5,31.8,67.0
2024-05-09,0.0,32.4,64.0
2024-05-10,0.0,32.2,68.0
2024-05-11,0.0,28.0,86.0
2024-05-12,6.8,31.8,67.0
2024-05-13,6.4799999999999995,29.2,79.0
2024-05-14,6.16,31.5,69.0
2024-05-15,5.84,29.8,78.0
2024-05-16,5.52,27.4,87.0
2024-05-17,5.2,29.5,76.0
2024-05-18,3.35,30.1,78.0
2024-05-19,1.5,30.6,77.0
2024-05-20,26.8,30.8,74.0
2024-05-21,26.900000000000002,28.3,85.0
2024-05-22,27.0,30.4,73.0
2024-05-23,27.1,30.3,75.0
2024-05-24,18.06666666666667,32.2,65.0
2024-05-25,9.033333333333335,31.3,70.0
2024-05-26,0.0,31.7,70.0
2024-05-27,0.0,31.950000000000003,70.5
2024-05-28,0.0,32.2,71.0
2024-05-29,0.0,31.1,71.0
2024-05-30,0.9,31.7,69.0
